id,name,slot,tier,itemlevel,armor_type,classes,weapon_min_dmg,weapon_max_dmg,delay,damage_rating,gamelink,aeautoattackchance,agility,all,arcane,armormitigationincrease,attackspeed,basemodifier,blockchance,combatskills,critbonus,critchance,damage,doubleattackchance,dps,flurry,intelligence,maxhpperc,spelltimecastpct,spelltimereusepct,stamina,strength,wisdom
886158652,Staff of the Phoenix,Primary|Secondary,LEGENDARY,1,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,1,3,3,1.450667,\aITEM 886158652 1377935390:Staff of the Phoenix\/a,,,,,,,,,,,,,,,,,,,,,,
708827285,Wand of the Wicked,Primary|Secondary,LEGENDARY,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,65,194,4,64.554672,\aITEM 708827285 -1737483742:Wand of the Wicked\/a,,,,,,,2.6,,15,0.6,1.8,,,,,,,1.6,1.9,39,39,
716381769,Shadowguard,Secondary,LEGENDARY,65,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 716381769 -1438355536:Shadowguard\/a,,,,,2.9,,2.5,,7,0.5,1.8,,,,,,,,,39,39,
1238578697,Klak'Anon Damascus Steel Blade,Primary|Secondary,LEGENDARY,40,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,29,163,6,31.914667,\aITEM 1238578697 1702617168:Klak'Anon Damascus Steel Blade\/a,,,,,,1.5,1,,10,0.2,0.7,,,,,,,,,26,26,
2841893943,Fistmallet of the Cursed Plains,Primary|Secondary,TREASURED,62,,beastlord|bruiser|monk,33,188,4,55.440006,\aITEM -1453073353 -823249733:Fistmallet of the Cursed Plains\/a,,,32,,,,1.6,,11,0.3,1,,,,,,,,,30,30,
2077232565,Gleamstrider,Primary,TREASURED,65,,berserker|guardian|paladin|shadowknight,81,458,7,77.017502,\aITEM 2077232565 -864555296:Gleamstrider\/a,1.6,,,,,,5,,28,1,3.6,,,,,,,,,78,78,
3102954444,Boneeater,Primary,LEGENDARY,62,,berserker|guardian|paladin|shadowknight,88,498,8,73.304001,\aITEM -1192012852 1155071155:Boneeater\/a,,,,,,,3.8,,26,0.8,2.6,,7.4,12.8,,,,,,66,66,
1102232658,Forged Tower Shield,Secondary,TREASURED,20,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 1102232658 -1340823823:Forged Tower Shield\/a,,,,,,,,,3,,,,,,,,,,,8,8,
1518235510,Gnomish Obsidian Edged Mace,Primary|Secondary,TREASURED,30,,channeler|defiler|fury|inquisitor|mystic|templar|warden,14,78,4,23.040001,\aITEM 1518235510 -1755360848:Gnomish Obsidian Edged Mace\/a,,,,,,,,,4,,,,,,,,,,,10,10,
322579472,Glowing Dagger of the Arcanist,Primary|Secondary,LEGENDARY,62,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,34,190,4,55.85067,\aITEM 322579472 1724214075:Glowing Dagger of the Arcanist\/a,,,62,,,,2.6,,15,0.5,1.8,,,,,,,1.6,,39,39,
4071678193,Silver Magus Dagger,Primary|Secondary,TREASURED,62,,assassin|beastlord|berserker|brigand|coercer|conjuror|dirge|guardian|illusionist|necromancer|ranger|swashbuckler|troubador|warlock|wizard,22,67,1.6,55.85067,\aITEM -223289103 1114101633:Silver Magus Dagger\/a,,,33,,,,1.7,,12,0.3,1.1,,,,,,,,,31,31,
231756879,Lykulak Claws,Primary,LEGENDARY,62,,beastlord|bruiser|monk,42,237,5,55.850674,\aITEM 231756879 -1425686826:Lykulak Claws\/a,,,,,,,2.4,,14,0.5,1.6,,4.3,,,,,,,37,37,
887987987,Manafused Greatblade,Primary,LEGENDARY,62,,berserker|guardian|paladin|shadowknight,88,498,8,73.304001,\aITEM 887987987 -766665176:Manafused Greatblade\/a,,,,,,7.4,5,,28,1,3.4,,,,,,,,,76,76,
150460701,Symbol of Devotion,Secondary|Ranged,TREASURED,62,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,0,0,0,0,\aITEM 150460701 -1415775740:Symbol of Devotion\/a,,,,403,,,1.7,,12,0.3,1.1,,3.2,,,,,,,31,31,
1880792409,Tower Shield of Discarded Parts,Secondary,TREASURED,30,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 1880792409 -50437939:Tower Shield of Discarded Parts\/a,,,,,,,,,4,,,,,,,,,,,10,10,
3138591864,Horsehide Shield,Secondary,FABLED,70,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM -1156375432 -579842422:Horsehide Shield\/a,,,71,,,,2.8,,16,0.6,2,,,,,,4.6,,,41,41,
2539126591,Katar of Sundering,Primary,TREASURED,30,,beastlord|bruiser|monk,14,78,4,23.040001,\aITEM -1755840705 -702344113:Katar of Sundering\/a,,,,,,,,,4,,,,,,,,,,,10,10,
559745890,Silver Laced Claw,Primary|Secondary,TREASURED,62,,beastlord|bruiser|monk,22,67,1.6,55.85067,\aITEM 559745890 -473208730:Silver Laced Claw\/a,,,33,,,,1.7,,12,0.3,1.1,,,,,,,,,31,31,
860588632,Buckler of Blight,Secondary,LEGENDARY,69,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 860588632 -233619417:Buckler of Blight\/a,,,62,,,,2.6,,15,0.5,1.8,,,8.1,,,,,,39,39,
2546616056,Hallowed Staff,Ranged,TREASURED,53,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,69,389,8,57.150009,\aITEM -1748351240 -374714329:Hallowed Staff\/a,,,60,,,,2.5,,15,0.5,1.7,,,,,,,,,38,38,
528781459,Bloodleech Bow,Ranged,LEGENDARY,62,,assassin|beastlord|berserker|brigand|channeler|dirge|guardian|paladin|ranger|shadowknight|swashbuckler|troubador,94,534,9,69.813339,\aITEM 528781459 2028238974:Bloodleech Bow\/a,,,42,,,,1.9,,13,0.4,1.3,,3.7,,,,,,,33,33,
898132213,Glory,Secondary|Ranged,FABLED,70,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM 898132213 -710567183:Glory\/a,,,71,,,,2.8,,16,0.6,2,,,,,,4.6,,,41,41,
1251211309,The Cloister,Secondary|Ranged,LEGENDARY,62,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM 1251211309 -301438679:The Cloister\/a,,,,,,,2.6,,15,0.5,1.8,,,8.1,,,,,1.9,39,39,
763046748,Runed Caitiff Blade,Primary|Secondary,LEGENDARY,70,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,65,194,4,64.554672,\aITEM 763046748 520019515:Runed Caitiff Blade\/a,,,,,,4,2.6,,15,0.5,1.8,,4.8,,,,,,,39,39,
2701351750,Hewn Stone Axe,Primary|Secondary,TREASURED,63,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,51,288,6,56.519997,\aITEM -1593615546 605468165:Hewn Stone Axe\/a,,,,,,4.3,2.7,,15,0.6,1.9,,5,,,,,,,40,40,
3111609411,Fayflail,Primary,TREASURED,50,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,59,332,7,55.754997,\aITEM -1183357885 -1435539848:Fayflail\/a,,,,,,,2,,20,0.4,1.4,,,,,,,1.6,,52,52,
1521535236,Gloomy Flameblade,Primary|Secondary,TREASURED,59,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,31,177,4,52.200005,\aITEM 1521535236 256678602:Gloomy Flameblade\/a,,,,,,3.7,2.5,,14,0.5,1.7,,,,,,,,,38,38,
1451135781,Plain Jambiya,Primary|Secondary,TREASURED,20,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,9,49,4,14.4,\aITEM 1451135781 1429661893:Plain Jambiya\/a,,,,,,,,,3,,,,,,,,,,,7,7,
3221695641,Staff of the Kindred,Primary,FABLED,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,95,284,4,94.695999,\aITEM -1073271655 -722420723:Staff of the Kindred\/a,,,136,,,,5.4,,32,1.2,3.8,,,,,,,8.4,,80,80,
2403878827,Spiral Living Dagger,Primary|Secondary,LEGENDARY,62,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,34,190,4,55.85067,\aITEM -1891088469 1432161756:Spiral Living Dagger\/a,,,,,,,2.6,,15,0.5,1.8,,4.8,8.1,,,,,,39,39,
1627381103,Sacramental Focus Rod,Ranged,TREASURED,20,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,22,122,8,18.000002,\aITEM 1627381103 -2041867327:Sacramental Focus Rod\/a,,,,,,,,,3,,,,,,,,,,,7,7,
1146174780,War Ancient Pulverizer,Primary|Secondary,LEGENDARY,62,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,34,190,4,55.85067,\aITEM 1146174780 -107803052:War Ancient Pulverizer\/a,,,,,,4,2.6,,15,0.5,1.8,,,8.1,,,,,,39,39,
2803928454,Gearbasher,Primary|Secondary,TREASURED,51,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,26,148,4,43.560005,\aITEM -1491038842 1777386536:Gearbasher\/a,,,,,,,1,,10,0.2,0.7,,,4,,,,,,25,25,
1701666726,Rapier of Darkness,Primary|Secondary,FABLED,70,,assassin|beastlord|berserker|brigand|dirge|guardian|ranger|swashbuckler|troubador,72,216,4,72.149338,\aITEM 1701666726 827428624:Rapier of Darkness\/a,,,68,,,4.3,2.7,,16,0.6,1.9,,,,,,,,,40,40,
821751173,Grim Brimstone Hammer,Primary|Secondary,FABLED,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,72,216,4,72.149338,\aITEM 821751173 1407341178:Grim Brimstone Hammer\/a,,,71,,,,2.8,,16,0.6,2,,,,,,,,2.1,41,41,
3097441460,Rusted Sceptre of the Undying Necromancer,Primary|Secondary,TREASURED,62,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,33,188,4,55.440006,\aITEM -1197525836 771985321:Rusted Sceptre of the Undying Necromancer\/a,,,32,,,,1.6,,11,0.3,1,,,,,,,,,30,30,
887737511,Weighted Katana,Primary|Secondary,TREASURED,20,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,13,73,6,14.400001,\aITEM 887737511 -713717883:Weighted Katana\/a,,,,,,,,,3,,,,,,,,,,,7,7,
1893556370,Aegis of Discarded Parts,Secondary,TREASURED,30,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 1893556370 -619594166:Aegis of Discarded Parts\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2489432806,Pounder of the Obliterator,Primary|Secondary,LEGENDARY,54,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,28,160,4,47.146667,\aITEM -1805534490 -512917260:Pounder of the Obliterator\/a,,,40,,,,1.8,,13,0.4,1.2,,,,,,,,,32,32,
2875359125,Knuckles of Soulbending,Primary|Secondary,TREASURED,59,,beastlord|bruiser|monk,31,177,4,52.200005,\aITEM -1419608171 -1193927252:Knuckles of Soulbending\/a,,,,,2.8,,2.5,,14,0.5,1.7,,,,,,,,,38,38,
816993556,B'Riareos' Defender,Secondary,LEGENDARY,70,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 816993556 -488862924:B'Riareos' Defender\/a,,,,,3,,2.6,,7,0.5,1.8,,,8.1,,,,,,39,39,
2752157359,Maul of the Irontoe,Primary,TREASURED,20,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,20,112,7,18.9,\aITEM -1542809937 91328011:Maul of the Irontoe\/a,,,,,,,,,6,,,,,,,,,,,14,14,
1515453199,Axe of the Devoted,Primary|Secondary,LEGENDARY,60,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,48,274,6,53.674664,\aITEM 1515453199 2002974891:Axe of the Devoted\/a,,,,,,,2.6,,15,0.5,1.8,,4.8,8.1,,,,,,39,39,
2207686235,Runic Foil of the Ethermage,Primary|Secondary,TREASURED,62,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,33,188,4,55.440006,\aITEM -2087281061 -1883929359:Runic Foil of the Ethermage\/a,,,32,,,,1.6,,11,0.3,1,,,,,,,,,30,30,
2951839707,Dwarven Hammered Shield,Secondary,LEGENDARY,63,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM -1343127589 566031262:Dwarven Hammered Shield\/a,,,52,,,,2.4,,14,0.5,1.6,,,,,,,,,37,37,
1798574847,Iron Archer's Bow,Ranged,TREASURED,20,,assassin|beastlord|berserker|brigand|channeler|dirge|guardian|paladin|ranger|shadowknight|swashbuckler|troubador,24,138,9,18,\aITEM 1798574847 -666613894:Iron Archer's Bow\/a,,,,,,,,,3,,,,,,,,,,,7,7,
1830500879,Myntr Crest shield,Secondary,LEGENDARY,62,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 1830500879 -1359391038:Myntr Crest shield\/a,,,,,,4,2.6,,15,0.5,1.8,,,8.1,,,,,,39,39,
2161298540,Empowered Holy Symbol,Secondary|Ranged,TREASURED,20,,channeler|defiler|fury|inquisitor|mystic|templar|warden,0,0,0,0,\aITEM -2133668756 -1866253230:Empowered Holy Symbol\/a,,,,,,,,,3,,,,,,,,,,,8,8,
1349659551,Tempered Dagger,Primary|Secondary,TREASURED,10,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,4,24,4,7.2,\aITEM 1349659551 1787170906:Tempered Dagger\/a,,,,,,,,,1,,,,,,,,,,,5,5,
1426159278,Walking Stave of the Xerophagus,Primary,LEGENDARY,70,,beastlord|bruiser|monk,89,504,7,84.727989,\aITEM 1426159278 1527477586:Walking Stave of the Xerophagus\/a,,,,,,,5,3.4,28,1,3.4,,,,,,,,,76,76,
1009748255,Sword of the Valorous,Primary|Secondary,LEGENDARY,60,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,48,274,6,53.674664,\aITEM 1009748255 -846352317 0 0 0:Sword of the Valorous\/a,,,,,,4,2.6,,15,0.5,1.8,,4.8,,,,,,,39,39,
1613056574,Hardened Stirge Siphon,Primary|Secondary,TREASURED,61,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,33,185,4,54.360001,\aITEM 1613056574 1983847863:Hardened Stirge Siphon\/a,,,,,,3.5,2.4,,14,0.5,1.6,,,,,,,,,37,37,
1194513913,Tablet of Devotion,Secondary|Ranged,TREASURED,62,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,0,0,0,0,\aITEM 1194513913 -463866144:Tablet of Devotion\/a,,,33,217,,,1.7,,12,0.3,1.1,,,,,,,,,31,31,
1417189684,Orcish Greathammer of Peaceful Rest,Primary,LEGENDARY,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,89,504,7,84.727989,\aITEM 1417189684 -430816224:Orcish Greathammer of Peaceful Rest\/a,,,108,,,,5,,28,1,3.4,,,,,,,,,76,76,
2059072498,Protector's Shortbow,Ranged,TREASURED,10,,assassin|beastlord|berserker|brigand|channeler|dirge|guardian|paladin|ranger|shadowknight|swashbuckler|troubador,12,69,9,9,\aITEM 2059072498 -2022802482:Protector's Shortbow\/a,,,,,,,,,,,,,,,,,,,,5,5,
865907950,Great Spear of Wounding,Primary,TREASURED,50,,beastlord|berserker|channeler|defiler|guardian|mystic|paladin|shadowknight,67,379,8,55.755001,\aITEM 865907950 787803785:Great Spear of Wounding\/a,,,,,,,2,1.6,20,0.4,1.4,,,,,,,,,52,52,
823966359,Forged Knuckles,Primary|Secondary,TREASURED,20,,beastlord|bruiser|monk,9,49,4,14.4,\aITEM 823966359 -1323844323:Forged Knuckles\/a,,,,,,,,,3,,,,,,,,,,,8,8,
1825878561,Scrapmetal Sai,Primary|Secondary,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,78,4,23.040001,\aITEM 1825878561 1566559119:Scrapmetal Sai\/a,,,,,,,,,4,,,,,,,,,,,10,10,
2420495474,Orb of the Chosen,Secondary|Ranged,FABLED,70,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,0,0,0,0,\aITEM -1874471822 1391279189:Orb of the Chosen\/a,,,68,280,,,2.7,,16,0.6,1.9,,,,,,4.3,,,40,40,
3174486613,Runic Staff of the Dark,Primary,LEGENDARY,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,102,576,8,84.727997,\aITEM -1120480683 330231732:Runic Staff of the Dark\/a,,,,,,,5,,28,1,3.4,,,,,,,7.4,,76,76,
1646129323,Windcaller's Crescent Blade,Primary|Secondary,LEGENDARY,70,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,58,329,6,64.554672,\aITEM 1646129323 1253055676:Windcaller's Crescent Blade\/a,,,,,,,2.5,,14,0.5,1.7,,,7.6,,,,,,38,38,
2123242715,Rust Colored Onyx Bow,Ranged,TREASURED,30,,assassin|beastlord|berserker|brigand|channeler|dirge|guardian|paladin|ranger|shadowknight|swashbuckler|troubador,39,220,9,28.800001,\aITEM 2123242715 717101600:Rust Colored Onyx Bow\/a,,,,,,,,,4,,,,,,,,,,,10,10,
1871423546,Forged Sword,Primary|Secondary,TREASURED,20,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,13,73,6,14.400001,\aITEM 1871423546 800992447:Forged Sword\/a,,,,,,,,,3,,,,,,,,,,,8,8,
1120342317,Steelguard Buckler,Secondary,TREASURED,40,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 1120342317 1821188515:Steelguard Buckler\/a,,,,,,,0.9,,9,,0.6,,,,,,,,0.6,24,24,
1322591520,Centurion's Short Blade,Primary|Secondary,TREASURED,53,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,41,233,6,45.720001,\aITEM 1322591520 -2032285607:Centurion's Short Blade\/a,,,,,,,2.5,1.7,14,0.5,1.7,,,,,,,,,38,38,
3163757129,Faydark Defender's Bow,Ranged,TREASURED,60,,berserker|channeler|guardian|paladin|shadowknight,90,509,9,66.600006,\aITEM -1131210167 784721449:Faydark Defender's Bow\/a,,,,,,,2.5,,14,0.5,1.7,,,,,,3.8,,,38,38,
2476067876,Faydark Defender's Satchel,Ranged,TREASURED,60,,assassin|beastlord|berserker|brigand|bruiser|dirge|guardian|monk|ranger|swashbuckler|troubador,90,509,9,66.600006,\aITEM -1818899420 -1781227940:Faydark Defender's Satchel\/a,,,,,2.8,,2.5,,14,0.5,1.7,,,,,,,,,38,38,
728893478,Sludge Painted Shield,Secondary,LEGENDARY,62,,berserker|guardian|paladin|shadowknight,0,0,0,0,\aITEM 728893478 769621924:Sludge Painted Shield\/a,,,,,,,2.5,,7,0.5,1.7,,,,,,3.8,,,38,38,
2104584905,Pronged Mace of the Eagle,Primary|Secondary,TREASURED,20,,channeler|defiler|fury|inquisitor|mystic|templar|warden,9,49,4,14.4,\aITEM 2104584905 -445346033:Pronged Mace of the Eagle\/a,,,,,,,,,3,,,,,,,,,,,7,7,
1639956702,Blocker of the Strange Hand,Secondary,TREASURED,50,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 1639956702 -1277168183:Blocker of the Strange Hand\/a,,,,,,,1,,10,0.2,0.7,,,,,,,,0.8,26,26,
767760774,Steelrain,Primary|Secondary,LEGENDARY,70,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,97,290,6,64.554672,\aITEM 767760774 827341790:Steelrain\/a,,,,,,4,2.6,,15,0.5,1.8,,4.8,,,,,,,39,39,
3169528245,Effigy of the Twisted Plains,Secondary|Ranged,LEGENDARY,70,,assassin|beastlord|berserker|brigand|bruiser|channeler|coercer|conjuror|defiler|dirge|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden|warlock|wizard,0,0,0,0,\aITEM -1125439051 2085443239:Effigy of the Twisted Plains\/a,,,54,,,,2.5,,14,0.5,1.7,,,,,,,,,38,38,
2890211873,Covenant's Bow,Ranged,TREASURED,40,,assassin|beastlord|berserker|brigand|channeler|dirge|guardian|paladin|ranger|shadowknight|swashbuckler|troubador,53,303,9,39.599998,\aITEM -1404755423 -764909452:Covenant's Bow\/a,,,,,,,0.5,,8,,0.2,,,2.2,,,,,,19,19,
1320209828,Aegis of the Twisted Plains,Secondary,LEGENDARY,70,,berserker|channeler|defiler|fury|guardian|inquisitor|mystic|paladin|shadowknight|templar|warden,0,0,0,0,\aITEM 1320209828 -654393040:Aegis of the Twisted Plains\/a,,,,,,,2.5,,14,0.5,1.7,,4.5,,,,,,,38,38,
691697415,Gnomish Bow of Unreliable Arrows,Ranged,TREASURED,40,,berserker|channeler|guardian|paladin|shadowknight,53,303,9,39.599998,\aITEM 691697415 -1136585654:Gnomish Bow of Unreliable Arrows\/a,,,,,,,0.5,,8,,0.2,,,,,,0.6,,,19,19,
2893900981,Faydark Spiked Shield,Secondary,TREASURED,50,,assassin|beastlord|berserker|brigand|channeler|defiler|dirge|fury|guardian|inquisitor|mystic|paladin|ranger|shadowknight|swashbuckler|templar|troubador|warden,0,0,0,0,\aITEM -1401066315 -167730323:Faydark Spiked Shield\/a,,,,,,,1,,10,0.2,0.7,,,4.2,,,,,,26,26,
3226173770,Blood-Touched Longsword,Primary|Secondary,TREASURED,50,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,38,217,6,42.480003,\aITEM -1068793526 835642235:Blood-Touched Longsword\/a,,,,,,1.5,1,,10,0.2,0.7,,,,,,,,,26,26,
1854156547,Satchel of Thundercalling,Ranged,LEGENDARY,60,,assassin|beastlord|berserker|brigand|bruiser|dirge|guardian|monk|ranger|swashbuckler|troubador,91,513,9,67.093338,\aITEM 1854156547 -390098159:Satchel of Thundercalling\/a,,,,,,,2.5,,14,0.5,1.7,,,,,,3.8,,,38,38,
2863749166,Sorcerer's Wand of Decimation,Ranged,TREASURED,40,,channeler|coercer|conjuror|defiler|fury|illusionist|inquisitor|mystic|necromancer|templar|warden|warlock|wizard,48,269,8,39.600006,\aITEM -1431218130 -768674981:Sorcerer's Wand of Decimation\/a,,,14,,,,0.5,,8,,0.2,,,,,,,,,19,19,
3760035566,Chelmonte Thorn Whip,Primary|Secondary,TREASURED,64,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,23,70,1.6,58.026669,\aITEM -534931730 -501042481:Chelmonte Thorn Whip\/a,,,,,,2.4,1.7,,12,0.3,1.1,,,,,,,,,31,31,
927427755,Hammer of the Pureblood,Primary|Secondary,FABLED,70,,beastlord|berserker|bruiser|channeler|coercer|conjuror|defiler|fury|guardian|illusionist|inquisitor|monk|mystic|necromancer|paladin|shadowknight|templar|warden|warlock|wizard,72,216,4,72.149338,\aITEM 927427755 -726131739:Hammer of the Pureblood\/a,,,71,,,,2.8,,16,0.6,2,,,,,,,1.8,,41,41,
1509463472,Shattering Stiletto,Primary|Secondary,LEGENDARY,30,,assassin|beastlord|berserker|brigand|channeler|coercer|conjuror|defiler|dirge|guardian|illusionist|mystic|necromancer|paladin|ranger|shadowknight|swashbuckler|troubador|warlock|wizard,14,79,4,23.21067,\aITEM 1509463472 -152485736:Shattering Stiletto\/a,,,,,,,,,4,,,,,,,,,,,11,11,
893540913,Werewolf Bane Sword,Primary|Secondary,TREASURED,62,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,22,67,1.6,55.85067,\aITEM 893540913 77500169:Werewolf Bane Sword\/a,,,,,,2.4,1.7,,12,0.3,1.1,,,,,,,,,31,31,
1661709365,Blade of the Swarm,Primary|Secondary,FABLED,70,,assassin|beastlord|berserker|brigand|channeler|dirge|fury|guardian|paladin|ranger|shadowknight|swashbuckler|troubador|warden,108,325,6,72.149338,\aITEM 1661709365 385280992:Blade of the Swarm\/a,,,68,,,,2.7,,16,0.6,1.9,,,,,,,,2,40,40,
